Gene Symbol	hsa:ENTREZ_GENE_ID
FAM96A	9606.ENSP00000300030
MBD5	9606.ENSP00000386049
RSRP1	9606.ENSP00000243189
GAPT	9606.ENSP00000323075
TBC1D31	9606.ENSP00000287380
ANKRD13C	9606.ENSP00000359982
MAP3K7CL	9606.ENSP00000343212
FNBP4	9606.ENSP00000263773
CELF2	9606.ENSP00000389951
CCDC84	9606.ENSP00000334767
KDM3A	9606.ENSP00000323659
PAQR3	9606.ENSP00000421981
PTAR1	9606.ENSP00000344299
S100PBP	9606.ENSP00000362574
NUPR1	9606.ENSP00000379003
C18orf25	9606.ENSP00000282059
ARHGEF25	9606.ENSP00000335560
STRN	9606.ENSP00000263918
KANSL1	9606.ENSP00000262419
CEP295	9606.ENSP00000316681
TMEM212	9606.ENSP00000334072
LIMS1	9606.ENSP00000446121
TBCK	9606.ENSP00000273980
EBLN2	9606.ENSP00000432104
HOOK3	9606.ENSP00000305699
TC2N	9606.ENSP00000343199
MBOAT2	9606.ENSP00000302177
IFITM10	9606.ENSP00000344430
PARP11	9606.ENSP00000228820
INPP4A	9606.ENSP00000074304
CEP162	9606.ENSP00000385215
STIM2	9606.ENSP00000417569
DLEU1	9606.ENSP00000367422
KLRC4-KLRK1	9606.ENSP00000455951
GK5	9606.ENSP00000418001
TRIP4	9606.ENSP00000261884
PPFIA1	9606.ENSP00000253925
RSBN1L	9606.ENSP00000334040
ZNRF2	9606.ENSP00000323879
FAM53C	9606.ENSP00000239906
C2CD3	9606.ENSP00000323339
INSL6	9606.ENSP00000371054
RNF216	9606.ENSP00000374552
RHBDD1	9606.ENSP00000344779
SLFN12L	9606.ENSP00000437635
CCDC174	9606.ENSP00000373304
LRRC20	9606.ENSP00000348043
PROX2	9606.ENSP00000405932
ZSWIM6	9606.ENSP00000252744
CDKL5	9606.ENSP00000369325
CRYBA1	9606.ENSP00000225387
CPEB4	9606.ENSP00000265085
CRLF3	9606.ENSP00000318804
TTC17	9606.ENSP00000039989
GPRIN3	9606.ENSP00000328672
LRRC37B	9606.ENSP00000340519
C12orf50	9606.ENSP00000298699
NFATC3	9606.ENSP00000300659
HMBOX1	9606.ENSP00000287701
CEP192	9606.ENSP00000427550
C4orf32	9606.ENSP00000310182
GPR52	9606.ENSP00000356658
TNRC6C	9606.ENSP00000336783
ANKAR	9606.ENSP00000313513
TCF20	9606.ENSP00000352463
SERINC5	9606.ENSP00000420863
TMEM14EP	9606.ENSP00000386163
SFT2D2	9606.ENSP00000271375
SNX27	9606.ENSP00000357836
TMEM143	9606.ENSP00000293261
CEP68	9606.ENSP00000367229
TMLHE	9606.ENSP00000335261
PPP1R21	9606.ENSP00000294952
DCUN1D2	9606.ENSP00000417706
PRR14L	9606.ENSP00000331845
9606.ENSP00000434508	9606.ENSP00000434508
GCNA	9606.ENSP00000362799
CHMP7	9606.ENSP00000324491
CEP128	9606.ENSP00000281129
FAM196A	9606.ENSP00000429763
MSL1	9606.ENSP00000462945
COL28A1	9606.ENSP00000382356
TMEM161B	9606.ENSP00000296595
YAF2	9606.ENSP00000401859
SVIP	9606.ENSP00000346130
IFNK	9606.ENSP00000276943
KIAA0319L	9606.ENSP00000318406
PELI2	9606.ENSP00000267460
TBCEL	9606.ENSP00000403925
RIC3	9606.ENSP00000308820
THADA	9606.ENSP00000385995
KANSL1L	9606.ENSP00000281772
BTN3A1	9606.ENSP00000289361
DENND3	9606.ENSP00000262585
RBM33	9606.ENSP00000384160
SWT1	9606.ENSP00000356470
PGBD2	9606.ENSP00000331643
ANKUB1	9606.ENSP00000387907
MDM1	9606.ENSP00000302537
SUSD1	9606.ENSP00000363388
GIMAP7	9606.ENSP00000315474
GPBP1L1	9606.ENSP00000290795
MSL2	9606.ENSP00000311827
WDR44	9606.ENSP00000254029
SAMD1	9606.ENSP00000431971
RNF169	9606.ENSP00000299563
KIAA0825	9606.ENSP00000331385
FGD4	9606.ENSP00000394487
TPK1	9606.ENSP00000353165
SLC16A7	9606.ENSP00000261187
ERICH1	9606.ENSP00000262109
SLC10A7	9606.ENSP00000334594
RNF150	9606.ENSP00000425840
B3GALT1	9606.ENSP00000303740
HOMEZ	9606.ENSP00000350049
C6orf136	9606.ENSP00000293604
MFSD14A	9606.ENSP00000359171
DNPEP	9606.ENSP00000273075
KCNT1	9606.ENSP00000360822
SPTSSB	9606.ENSP00000352097
B3GNT7	9606.ENSP00000287590
NLGN2	9606.ENSP00000305288
TMEM69	9606.ENSP00000361095
ARMC5	9606.ENSP00000268314
MIF4GD	9606.ENSP00000245551
CAMK2N2	9606.ENSP00000296238
MRGPRE	9606.ENSP00000374482
POU3F3	9606.ENSP00000355001
YJEFN3	9606.ENSP00000426964
HOMER1	9606.ENSP00000334382
TOR1AIP2	9606.ENSP00000356584
BICD1	9606.ENSP00000281474
DLGAP2	9606.ENSP00000400258
HSCB	9606.ENSP00000216027
CCDC17	9606.ENSP00000432172
TVP23C-CDRT4	9606.ENSP00000429865
DLGAP1	9606.ENSP00000316377
SETD7	9606.ENSP00000274031
ADGRD2	9606.ENSP00000335156
SLITRK5	9606.ENSP00000366283
PDZD4	9606.ENSP00000164640
APOL5	9606.ENSP00000249044
TVP23C	9606.ENSP00000225576
CHMP4A	9606.ENSP00000324205
ITM2B	9606.ENSP00000367828
MON1A	9606.ENSP00000296473
FUNDC2	9606.ENSP00000358510
UFC1	9606.ENSP00000356982
NBEAL1	9606.ENSP00000399903
RETREG1	9606.ENSP00000304642
UFM1	9606.ENSP00000239878
ISCA1	9606.ENSP00000365159
MAP1A	9606.ENSP00000300231
UFSP2	9606.ENSP00000264689
MON1B	9606.ENSP00000248248
WDR81	9606.ENSP00000386609
PGAM5	9606.ENSP00000438465
PTRH1	9606.ENSP00000418661
MAP1S	9606.ENSP00000325313
CALCOCO1	9606.ENSP00000449960
CHMP2A	9606.ENSP00000310440
VPS26B	9606.ENSP00000281187
RNF14	9606.ENSP00000324956
ENDOG	9606.ENSP00000361725
UBE2O	9606.ENSP00000323687
SNX8	9606.ENSP00000222990
TP53INP1	9606.ENSP00000344215
TMBIM1	9606.ENSP00000258412
SLC39A3	9606.ENSP00000269740
MKRN1	9606.ENSP00000255977
AMMECR1	9606.ENSP00000262844
SNX7	9606.ENSP00000304429
STK35	9606.ENSP00000370891
CCZ1B	9606.ENSP00000325681
GRINA	9606.ENSP00000314380
AUP1	9606.ENSP00000366748
MYOC	9606.ENSP00000037502
CRYBB1	9606.ENSP00000215939
LTBP2	9606.ENSP00000261978
RBBP8NL	9606.ENSP00000252998
FBLN2	9606.ENSP00000384169
GGTLC1	9606.ENSP00000278765
SIX6	9606.ENSP00000328596
PIEZO2	9606.ENSP00000463094
SNCG	9606.ENSP00000361087
CRYAA	9606.ENSP00000291554
MORN1	9606.ENSP00000367792
GLDN	9606.ENSP00000335196
FTL	9606.ENSP00000366525
FBN2	9606.ENSP00000262464
DGKD	9606.ENSP00000264057
CARMIL1	9606.ENSP00000331983
OCLM	9606.ENSP00000460371
RCL1	9606.ENSP00000371169
MRPL54	9606.ENSP00000331849
PCED1B	9606.ENSP00000396040
LACRT	9606.ENSP00000257867
AUTS2	9606.ENSP00000344087
GRHL2	9606.ENSP00000251808
PRRC2B	9606.ENSP00000349856
TOMM40L	9606.ENSP00000356966
SMR3B	9606.ENSP00000302400
OPRPN	9606.ENSP00000382485
GRHL1	9606.ENSP00000324693
EXOSC3	9606.ENSP00000323046
SHARPIN	9606.ENSP00000381698
SH2D4A	9606.ENSP00000265807
CPNE3	9606.ENSP00000198765
FAM234A	9606.ENSP00000301678
HTN1	9606.ENSP00000246896
RBFOX2	9606.ENSP00000413035
PRR4	9606.ENSP00000228811
CPNE7	9606.ENSP00000268720
LMF2	9606.ENSP00000424381
DDAH1	9606.ENSP00000284031
AFM	9606.ENSP00000226355
SGCD	9606.ENSP00000338343
HDX	9606.ENSP00000297977
LAX1	9606.ENSP00000406970
RELT	9606.ENSP00000064780
SLC12A9	9606.ENSP00000275730
PSPH	9606.ENSP00000275605
ZRSR2	9606.ENSP00000303015
TSTD1	9606.ENSP00000388293
NOL3	9606.ENSP00000268605
DCAF12L1	9606.ENSP00000360167
ADGRG4	9606.ENSP00000359686
AKR1D1	9606.ENSP00000242375
GGTLC3	9606.ENSP00000415635
LECT2	9606.ENSP00000274507
APOC4	9606.ENSP00000468236
SLC12A8	9606.ENSP00000377112
NAT2	9606.ENSP00000286479
LHFPL1	9606.ENSP00000361036
AKR1C1	9606.ENSP00000370254
TGDS	9606.ENSP00000261296
MORC4	9606.ENSP00000347821
AZIN1	9606.ENSP00000321507
LY6E	9606.ENSP00000292494
PLA2G12B	9606.ENSP00000362123
SLC25A47	9606.ENSP00000354886
C8A	9606.ENSP00000354458
PIR	9606.ENSP00000369785
ITIH1	9606.ENSP00000273283
HPX	9606.ENSP00000265983
GBA3	9606.ENSP00000471397
APOH	9606.ENSP00000205948
ACP6	9606.ENSP00000358241
ACOT12	9606.ENSP00000303246
SYTL5	9606.ENSP00000395220
TDO2	9606.ENSP00000444788
CHIC1	9606.ENSP00000362601
PAOX	9606.ENSP00000278060
SNX12	9606.ENSP00000363392
TAB3	9606.ENSP00000288422
VGLL1	9606.ENSP00000359668
AASS	9606.ENSP00000377040
PDPR	9606.ENSP00000288050
ITIH2	9606.ENSP00000351190
NNMT	9606.ENSP00000299964
CXorf58	9606.ENSP00000368511
9606.ENSP00000463376	9606.ENSP00000463376
SLC17A2	9606.ENSP00000353677
WRB	9606.ENSP00000327716
IL1RAPL1	9606.ENSP00000305200
MAGEC3	9606.ENSP00000298296
MIPEP	9606.ENSP00000371607
NAA10	9606.ENSP00000417763
CA5B	9606.ENSP00000314099
POLG2	9606.ENSP00000442563
ILVBL	9606.ENSP00000263383
HRG	9606.ENSP00000232003
ADD2	9606.ENSP00000264436
FTCD	9606.ENSP00000291670
MTMR8	9606.ENSP00000363985
CXorf36	9606.ENSP00000381086
HYI	9606.ENSP00000361502
9606.ENSP00000457299	9606.ENSP00000457299
RTL9	9606.ENSP00000419786
NAA30	9606.ENSP00000452521
MPND	9606.ENSP00000262966
MAOB	9606.ENSP00000367309
SLC24A5	9606.ENSP00000341550
VSIG1	9606.ENSP00000402219
GATM	9606.ENSP00000379895
TFCP2	9606.ENSP00000257915
PCYT1B	9606.ENSP00000368439
ARSF	9606.ENSP00000352319
NAA11	9606.ENSP00000286794
CDAN1	9606.ENSP00000348564
ZC4H2	9606.ENSP00000363972
HPD	9606.ENSP00000289004
SNTB1	9606.ENSP00000378965
ADIRF	9606.ENSP00000361083
AKR1C4	9606.ENSP00000263126
SCCPDH	9606.ENSP00000355467
PCID2	9606.ENSP00000337405
TRIP11	9606.ENSP00000267622
CEP290	9606.ENSP00000448012
METTL14	9606.ENSP00000373474
GMCL1	9606.ENSP00000282570
PVRIG	9606.ENSP00000316675
FAM109A	9606.ENSP00000354461
PRRC2C	9606.ENSP00000343629
TTC33	9606.ENSP00000338533
CHAC2	9606.ENSP00000295304
LZIC	9606.ENSP00000366418
RBM41	9606.ENSP00000361557
KLRK1	9606.ENSP00000240618
RBM20	9606.ENSP00000358532
PFDN1	9606.ENSP00000261813
PCGF2	9606.ENSP00000354033
BMP8A	9606.ENSP00000327440
DOT1L	9606.ENSP00000381657
HOXC9	9606.ENSP00000302836
GDF11	9606.ENSP00000257868
TAPT1	9606.ENSP00000385347
OR1I1	9606.ENSP00000209540
RBBP5	9606.ENSP00000264515
PAX9	9606.ENSP00000355245
TMEM26	9606.ENSP00000382237
HOXC11	9606.ENSP00000446680
RBPMS	9606.ENSP00000340176
SMAD1	9606.ENSP00000305769
IRX5	9606.ENSP00000378132
SCRG1	9606.ENSP00000296506
CBX1	9606.ENSP00000225603
MLLT3	9606.ENSP00000369695
LHX4	9606.ENSP00000263726
ASCL2	9606.ENSP00000332293
HOXD11	9606.ENSP00000249504
NEUROD4	9606.ENSP00000242994
TGIF2	9606.ENSP00000362979
PHC1	9606.ENSP00000251757
MRI1	9606.ENSP00000040663
COQ8A	9606.ENSP00000355739
RIN2	9606.ENSP00000255006
GJA9	9606.ENSP00000350415
MTX1	9606.ENSP00000357360
GDA	9606.ENSP00000238018
RILPL2	9606.ENSP00000280571
COQ8B	9606.ENSP00000315118
GLYCTK	9606.ENSP00000389175
CBLC	9606.ENSP00000270279
GJA10	9606.ENSP00000358358
OR10AD1	9606.ENSP00000308689
C12orf66	9606.ENSP00000381132
NUB1	9606.ENSP00000457628
SH3BGRL	9606.ENSP00000362308
TNKS1BP1	9606.ENSP00000350990
C7orf26	9606.ENSP00000340220
TMEM5	9606.ENSP00000261234
CCDC126	9606.ENSP00000304355
MXD1	9606.ENSP00000264444
TMEM254	9606.ENSP00000361355
PLEKHH2	9606.ENSP00000282406
BIN2	9606.ENSP00000267012
NRBF2	9606.ENSP00000277746
OR5K4	9606.ENSP00000347003
HEMGN	9606.ENSP00000259456
CENPV	9606.ENSP00000299736
OR2AT4	9606.ENSP00000304846
CARD6	9606.ENSP00000254691
WASHC2C	9606.ENSP00000363482
NAA25	9606.ENSP00000261745
C1orf123	9606.ENSP00000294360
FAM180A	9606.ENSP00000342336
ZMYND8	9606.ENSP00000418210
SMAP	9606.ENSP00000228136
MFSD12	9606.ENSP00000381566
FAM83H	9606.ENSP00000373565
MTPN	9606.ENSP00000376800
TMEM165	9606.ENSP00000370736
MTHFD1L	9606.ENSP00000316590
CDCA2	9606.ENSP00000328228
MPZL3	9606.ENSP00000278949
EML6	9606.ENSP00000348842
FAM160A2	9606.ENSP00000265978
ELL3	9606.ENSP00000320346
MKNK1	9606.ENSP00000361014
OR52W1	9606.ENSP00000309673
TPGS2	9606.ENSP00000335144
RBM27	9606.ENSP00000265271
MEGF9	9606.ENSP00000363040
L1TD1	9606.ENSP00000419901
KIAA1328	9606.ENSP00000280020
MCM10	9606.ENSP00000354945
NBPF14	9606.ENSP00000395369
BEND2	9606.ENSP00000369372
OR1K1	9606.ENSP00000277309
NBPF14	9606.ENSP00000309907
SAFB	9606.ENSP00000292123
TMEM70	9606.ENSP00000312599
OR4D9	9606.ENSP00000328563
DPH2	9606.ENSP00000255108
SLC19A1	9606.ENSP00000308895
SLC19A2	9606.ENSP00000236137
URB1	9606.ENSP00000372199
EDC3	9606.ENSP00000320503
WDR75	9606.ENSP00000314193
TARBP2	9606.ENSP00000266987
GTPBP6	9606.ENSP00000316598
SUPV3L1	9606.ENSP00000352678
MDN1	9606.ENSP00000358400
HEMK1	9606.ENSP00000232854
HTATSF1	9606.ENSP00000218364
TRMT10A	9606.ENSP00000273962
TRMT1L	9606.ENSP00000356476
UTP20	9606.ENSP00000261637
N6AMT1	9606.ENSP00000303584
DPH1	9606.ENSP00000263083
METTL3	9606.ENSP00000298717
PHLDB3	9606.ENSP00000292140
SUGP2	9606.ENSP00000337926
RBM19	9606.ENSP00000261741
METTL2B	9606.ENSP00000262432
ELP2	9606.ENSP00000414851
METTL8	9606.ENSP00000364407
NAXD	9606.ENSP00000311984
METTL2A	9606.ENSP00000309610
SLC19A3	9606.ENSP00000258403
EPB41L2	9606.ENSP00000338481
CNGA2	9606.ENSP00000328478
CRX	9606.ENSP00000221996
UBXN6	9606.ENSP00000301281
ADRM1	9606.ENSP00000253003
PRPH2	9606.ENSP00000230381
TMEM211	9606.ENSP00000372192
ANO7	9606.ENSP00000274979
SLC24A1	9606.ENSP00000261892
KCNH3	9606.ENSP00000257981
ANO3	9606.ENSP00000256737
TMC4	9606.ENSP00000365776
FRRS1	9606.ENSP00000287474
PITX3	9606.ENSP00000359019
TMEM131	9606.ENSP00000186436
GAGE7	9606.ENSP00000416249
CRTAC1	9606.ENSP00000359629
KIAA0391	9606.ENSP00000454657
SUN2	9606.ENSP00000385616
MAGEH1	9606.ENSP00000343706
APOL4	9606.ENSP00000338260
NMRK2	9606.ENSP00000168977
RTN3	9606.ENSP00000344106
GNAL	9606.ENSP00000334051
NRGN	9606.ENSP00000284292
OLIG1	9606.ENSP00000371785
MAGED1	9606.ENSP00000364847
LILRA3	9606.ENSP00000251390
DAOA	9606.ENSP00000365103
SPAG4	9606.ENSP00000363391
CNTN3	9606.ENSP00000263665
SGO1	9606.ENSP00000263753
OVGP1	9606.ENSP00000358747
SPRR1A	9606.ENSP00000307340
RGMA	9606.ENSP00000452126
CNTN4	9606.ENSP00000380602
NMRK1	9606.ENSP00000354387
INA	9606.ENSP00000358865
LILRB3	9606.ENSP00000245620
PADI2	9606.ENSP00000364635
DGCR6L	9606.ENSP00000248879
FAM151B	9606.ENSP00000282226
OSTN	9606.ENSP00000342356
SUN1	9606.ENSP00000384015
CNTN5	9606.ENSP00000279463
LILRB1	9606.ENSP00000315997
APOL1	9606.ENSP00000317674
APOL2	9606.ENSP00000249066
CDC26	9606.ENSP00000363322
CCAR2	9606.ENSP00000310670
STAMBPL1	9606.ENSP00000360992
RPN2	9606.ENSP00000237530
RNF44	9606.ENSP00000274811
RNF115	9606.ENSP00000358297
C19orf60	9606.ENSP00000351422
ANAPC16	9606.ENSP00000299381
CHRNB4	9606.ENSP00000261751
LMOD1	9606.ENSP00000356257
RNF165	9606.ENSP00000269439
ANAPC7	9606.ENSP00000394394
ANAPC11	9606.ENSP00000349957
SUFU	9606.ENSP00000358918
CCT8	9606.ENSP00000286788
CDX4	9606.ENSP00000362613
SRP14	9606.ENSP00000267884
RNF6	9606.ENSP00000342121
RTCB	9606.ENSP00000216038
C6	9606.ENSP00000263413
CHRNB3	9606.ENSP00000289957
OAZ1	9606.ENSP00000464146
EMC7	9606.ENSP00000256545
BEND5	9606.ENSP00000360899
ANAPC15	9606.ENSP00000227618
RNF38	9606.ENSP00000259605
GTSE1	9606.ENSP00000415430
RNF181	9606.ENSP00000306906
RNF103	9606.ENSP00000237455
RNF103-CHMP3	9606.ENSP00000392995
CHMP1A	9606.ENSP00000380998
RNF130	9606.ENSP00000430237
NSMCE4A	9606.ENSP00000358019
RNF24	9606.ENSP00000388550
MAGOH	9606.ENSP00000360525
ASAH2B	9606.ENSP00000363118
AMER1	9606.ENSP00000329117
RNF146	9606.ENSP00000357297
IGSF9B	9606.ENSP00000317980
MITD1	9606.ENSP00000289359
EDF1	9606.ENSP00000224073
SPRED3	9606.ENSP00000345405
ASAH2	9606.ENSP00000399947
MAPRE1	9606.ENSP00000364721
PBDC1	9606.ENSP00000362456
SELENOT	9606.ENSP00000418910
CCNE2	9606.ENSP00000309181
CCDC34	9606.ENSP00000330240
ERO1B	9606.ENSP00000346635
ORC1	9606.ENSP00000360621
ACMSD	9606.ENSP00000348459
VBP1	9606.ENSP00000286428
IGSF9	9606.ENSP00000357073
ANAPC2	9606.ENSP00000314004
SMIM15	9606.ENSP00000339324
AP3M1	9606.ENSP00000347408
RNF215	9606.ENSP00000371800
OAZ2	9606.ENSP00000463013
ASAH2	9606.ENSP00000378897
FOLH1	9606.ENSP00000256999
PLAA	9606.ENSP00000380460
RNF122	9606.ENSP00000256257
TMX1	9606.ENSP00000393316
SPRED2	9606.ENSP00000348753
ECM29	9606.ENSP00000259335
BUB1B	9606.ENSP00000287598
TMEM33	9606.ENSP00000422473
STRIP1	9606.ENSP00000358810
METTL9	9606.ENSP00000350874
PCOLCE2	9606.ENSP00000295992
CHPT1	9606.ENSP00000229266
TAMM41	9606.ENSP00000273037
LPCAT2	9606.ENSP00000262134
SYCP2	9606.ENSP00000350162
MCTP1	9606.ENSP00000424126
STRIP2	9606.ENSP00000249344
C9orf84	9606.ENSP00000322108
DLEU7	9606.ENSP00000420976
C12orf54	9606.ENSP00000316898
NXPH1	9606.ENSP00000384551
RSPH10B2	9606.ENSP00000297186
ICA1L	9606.ENSP00000351047
WDR53	9606.ENSP00000328079
MAGEB5	9606.ENSP00000368315
OR2L5	9606.ENSP00000347428
FSIP2	9606.ENSP00000344403
OR6T1	9606.ENSP00000325203
MAB21L2	9606.ENSP00000324701
FSIP1	9606.ENSP00000280236
SAMD10	9606.ENSP00000358902
OR2H1	9606.ENSP00000366336
ADAM7	9606.ENSP00000175238
GRB10	9606.ENSP00000381793
COBL	9606.ENSP00000265136
ADAM18	9606.ENSP00000265707
SELENBP1	9606.ENSP00000357861
OR2L8	9606.ENSP00000349719
OR2L3	9606.ENSP00000353044
KLRC1	9606.ENSP00000352064
KLRF1	9606.ENSP00000279544
CST7	9606.ENSP00000420384
CCBE1	9606.ENSP00000404464
WIPF2	9606.ENSP00000320924
PLEKHM1	9606.ENSP00000389913
FLI1	9606.ENSP00000399985
PLEKHO2	9606.ENSP00000326706
FMNL1	9606.ENSP00000329219
SH3BP2	9606.ENSP00000422168
CD300A	9606.ENSP00000353259
TNFSF8	9606.ENSP00000223795
SLC8B1	9606.ENSP00000202831
DBNL	9606.ENSP00000417653
APOBEC3A	9606.ENSP00000249116
CSF2RB	9606.ENSP00000384053
CLEC4E	9606.ENSP00000299663
PIK3R5	9606.ENSP00000392812
LAIR1	9606.ENSP00000375622
DOK2	9606.ENSP00000276420
SAMSN1	9606.ENSP00000383411
POU2AF1	9606.ENSP00000376786
DOK1	9606.ENSP00000233668
PIK3AP1	9606.ENSP00000339826
DEF6	9606.ENSP00000319831
9606.ENSP00000471635	9606.ENSP00000471635
NLRC5	9606.ENSP00000262510
TREM1	9606.ENSP00000244709
GAB2	9606.ENSP00000354952
RNF31	9606.ENSP00000457512
SLA2	9606.ENSP00000262866
CLEC2B	9606.ENSP00000228438
STK10	9606.ENSP00000176763
CYTIP	9606.ENSP00000264192
FCER1A	9606.ENSP00000357097
RNF213	9606.ENSP00000324392
MPEG1	9606.ENSP00000354335
GBP1	9606.ENSP00000359504
SH2D2A	9606.ENSP00000376123
KLRC2	9606.ENSP00000371327
TNFAIP8L2	9606.ENSP00000357906
ITPKB	9606.ENSP00000272117
PRLH	9606.ENSP00000165524
GAB3	9606.ENSP00000399588
ARHGAP9	9606.ENSP00000377380
RNASE6	9606.ENSP00000302046
SIT1	9606.ENSP00000259608
PREX1	9606.ENSP00000361009
ADGRE2	9606.ENSP00000472280
MPZL1	9606.ENSP00000352513
UBASH3B	9606.ENSP00000284273
CYBRD1	9606.ENSP00000319141
SCIN	9606.ENSP00000297029
PLOD1	9606.ENSP00000196061
MRC2	9606.ENSP00000307513
BMP3	9606.ENSP00000282701
HAPLN1	9606.ENSP00000274341
TIMP4	9606.ENSP00000287814
PLOD2	9606.ENSP00000282903
C7	9606.ENSP00000322061
COLEC12	9606.ENSP00000383115
CILP	9606.ENSP00000261883
MATN2	9606.ENSP00000430487
COL12A1	9606.ENSP00000325146
EBF1	9606.ENSP00000322898
FAP	9606.ENSP00000188790
SELENOP	9606.ENSP00000420939
PRG4	9606.ENSP00000399679
MXRA8	9606.ENSP00000307887
ABI3BP	9606.ENSP00000284322
CNN1	9606.ENSP00000252456
AMBN	9606.ENSP00000313809
ADAMTS8	9606.ENSP00000257359
ADAMTS1	9606.ENSP00000284984
ADAMTS12	9606.ENSP00000422554
SPARCL1	9606.ENSP00000282470
COL16A1	9606.ENSP00000362776
FGF18	9606.ENSP00000274625
GDF6	9606.ENSP00000287020
QSOX1	9606.ENSP00000356574
IGFBP7	9606.ENSP00000295666
FBN3	9606.ENSP00000270509
EMCN	9606.ENSP00000296420
PRRX2	9606.ENSP00000361547
LAYN	9606.ENSP00000364764
PALLD	9606.ENSP00000425556
ITIH5	9606.ENSP00000256861
NID2	9606.ENSP00000216286
WISP1	9606.ENSP00000250160
MMP28	9606.ENSP00000250144
MMP23A	9606.ENSP00000348308
BOC	9606.ENSP00000347546
SMOC2	9606.ENSP00000346537
CCDC80	9606.ENSP00000206423
DSEL	9606.ENSP00000310565
FNDC1	9606.ENSP00000297267
NBL1	9606.ENSP00000289749
FIBIN	9606.ENSP00000321962
ESM1	9606.ENSP00000370812
GLT8D2	9606.ENSP00000354053
AEBP1	9606.ENSP00000223357
GAS1	9606.ENSP00000298743
SRPX	9606.ENSP00000367794
PRCC	9606.ENSP00000271526
RARRES1	9606.ENSP00000237696
COL11A1	9606.ENSP00000359114
LHFPL6	9606.ENSP00000368908
LTBP4	9606.ENSP00000311905
MFAP5	9606.ENSP00000352455
SSPN	9606.ENSP00000242729
COL5A3	9606.ENSP00000264828
CPXM2	9606.ENSP00000241305
TNMD	9606.ENSP00000362122
ITGBL1	9606.ENSP00000365351
COL27A1	9606.ENSP00000348385
COL8A1	9606.ENSP00000261037
MFAP2	9606.ENSP00000364685
GDF7	9606.ENSP00000272224
NOV	9606.ENSP00000259526
BANK1	9606.ENSP00000320509
PHRF1	9606.ENSP00000410626
LTK	9606.ENSP00000263800
PNMA1	9606.ENSP00000318914
MED22	9606.ENSP00000342343
FCRL5	9606.ENSP00000354691
LHX2	9606.ENSP00000362717
XIRP1	9606.ENSP00000343140
PXK	9606.ENSP00000348472
OPN1MW2	9606.ENSP00000358951
MZB1	9606.ENSP00000303920
MYRF	9606.ENSP00000278836
KDSR	9606.ENSP00000385083
CAMLG	9606.ENSP00000297156
ZC3HAV1	9606.ENSP00000242351
FCRLA	9606.ENSP00000356936
GADD45GIP1	9606.ENSP00000323065
MIPOL1	9606.ENSP00000333539
BOLA1	9606.ENSP00000358146
MRPL57	9606.ENSP00000310726
MRPS25	9606.ENSP00000253686
SLC25A18	9606.ENSP00000329033
MRPS21	9606.ENSP00000312395
PTCD3	9606.ENSP00000254630
SLC25A22	9606.ENSP00000322020
MRPL45	9606.ENSP00000308901
RXRB	9606.ENSP00000363812
GOLT1B	9606.ENSP00000229314
NIPSNAP1	9606.ENSP00000216121
MRPL55	9606.ENSP00000355692
MRPL44	9606.ENSP00000258383
ATL2	9606.ENSP00000368237
PRSS35	9606.ENSP00000358714
MRPS30	9606.ENSP00000424328
EEF1D	9606.ENSP00000391944
MRPL41	9606.ENSP00000360498
TOMM20L	9606.ENSP00000354204
ZCCHC14	9606.ENSP00000268616
MRPL38	9606.ENSP00000308275
BFAR	9606.ENSP00000261658
GOLT1A	9606.ENSP00000308535
ZCCHC9	9606.ENSP00000254037
MRPL10	9606.ENSP00000290208
EIF3CL	9606.ENSP00000370258
RPL28	9606.ENSP00000401450
CCDC58	9606.ENSP00000291458
TIMM10B	9606.ENSP00000419704
ARHGAP33	9606.ENSP00000320038
TIMM17B	9606.ENSP00000379999
PEBP4	9606.ENSP00000256404
MRPS26	9606.ENSP00000369682
OPN1SW	9606.ENSP00000249389
AIPL1	9606.ENSP00000370521
RBP3	9606.ENSP00000224600
ARFRP1	9606.ENSP00000326884
FGF22	9606.ENSP00000215530
HCN4	9606.ENSP00000261917
SPATA7	9606.ENSP00000377176
FGF12	9606.ENSP00000413496
PACRG	9606.ENSP00000337946
FGF14	9606.ENSP00000365301
PRCD	9606.ENSP00000465932
PDE1C	9606.ENSP00000379496
ITPKC	9606.ENSP00000263370
PDE6H	9606.ENSP00000266395
CNGA1	9606.ENSP00000384264
KCNJ14	9606.ENSP00000341479
ITPKA	9606.ENSP00000260386
FGF6	9606.ENSP00000228837
SCN3A	9606.ENSP00000283254
PRPH	9606.ENSP00000257860
ART5	9606.ENSP00000352992
RIMS1	9606.ENSP00000428417
C4orf51	9606.ENSP00000391404
CNGB1	9606.ENSP00000251102
FGF16	9606.ENSP00000399324
RGS9BP	9606.ENSP00000334134
CPLX3	9606.ENSP00000378464
SETDB2	9606.ENSP00000326477
TCN2	9606.ENSP00000215838
ELOVL4	9606.ENSP00000358831
TACR2	9606.ENSP00000362403
CNGB3	9606.ENSP00000316605
SETMAR	9606.ENSP00000373354
FGF11	9606.ENSP00000293829
RS1	9606.ENSP00000369320
PDC	9606.ENSP00000342033
KCNN2	9606.ENSP00000264773
NAGK	9606.ENSP00000389087
ZC3HC1	9606.ENSP00000351052
RPP25L	9606.ENSP00000297613
RUNDC3A	9606.ENSP00000410862
ADAMTS7	9606.ENSP00000373472
