Gene Symbol	hsa:ENTREZ_GENE_ID
GADD45G	hsa:10912
TYROBP	hsa:7305
SLC34A2	hsa:10568
NDUFAF1	hsa:51103
CDC45	hsa:8318
RFC3	hsa:5983
BCL9	hsa:607
HSD11B2	hsa:3291
FOXO3	hsa:2309
RRP9	hsa:9136
PDE2A	hsa:5138
COL7A1	hsa:1294
GPR137B	hsa:7107
MZF1	hsa:7593
TPST1	hsa:8460
TUBB2A	hsa:7280
ENOSF1	hsa:55556
FRG1	hsa:2483
RAD51AP1	hsa:10635
TFDP1	hsa:7027
POMZP3	hsa:7784
GSTM4	hsa:2948
MFNG	hsa:4242
CDO1	hsa:1036
TCIRG1	hsa:10312
CDKN2C	hsa:1031
ENPP4	hsa:22875
NDC80	hsa:10403
EMILIN1	hsa:11117
SIPA1	hsa:6494
WASF1	hsa:8936
SBNO2	hsa:22904
BTD	hsa:686
MGST2	hsa:4258
IMPDH1	hsa:3614
CKS2	hsa:1164
RPS6KB1	hsa:6198
CPOX	hsa:1371
MYL6B	hsa:140465
ALOX5AP	hsa:241
ZNF593	hsa:51042
KLHL20	hsa:27252
MB	hsa:4151
ZBTB43	hsa:23099
ADRBK2	hsa:157
PPID	hsa:5481
GMPR	hsa:2766
RARG	hsa:5916
IFNAR1	hsa:3454
CD37	hsa:951
CHKB	hsa:1120
PKNOX1	hsa:5316
RUNX3	hsa:864
PDGFB	hsa:5155
PTPN13	hsa:5783
IQCE	hsa:23288
CEBPG	hsa:1054
SLC31A2	hsa:1318
APOBEC3G	hsa:60489
MNT	hsa:4335
RNGTT	hsa:8732
PCYT1A	hsa:5130
EIF2AK2	hsa:5610
ACOT8	hsa:10005
PIGR	hsa:5284
RAB32	hsa:10981
TMEM243	hsa:79161
ZC3H14	hsa:79882
RTN2	hsa:6253
ANAPC15	hsa:25906
PSMC1	hsa:5700
GMFG	hsa:9535
GLIPR1	hsa:11010
PRELP	hsa:5549
GCH1	hsa:2643
TK2	hsa:7084
PPIH	hsa:10465
SLC17A7	hsa:57030
FAAH	hsa:2166
CHKA	hsa:1119
ZNF195	hsa:7748
GULP1	hsa:51454
FLI1	hsa:2313
DNPH1	hsa:10591
NNAT	hsa:4826
SMC2	hsa:10592
ACOX3	hsa:8310
RLF	hsa:6018
DBF4	hsa:10926
RPP14	hsa:11102
DCTN3	hsa:11258
CDK5	hsa:1020
GNA11	hsa:2767
LMO2	hsa:4005
CDK2	hsa:1017
VDR	hsa:7421
ELOVL6	hsa:79071
FADS3	hsa:3995
CHD1	hsa:1105
MMP7	hsa:4316
CHGB	hsa:1114
PSEN2	hsa:5664
CPT2	hsa:1376
GPSM3	hsa:63940
PKMYT1	hsa:9088
S100A2	hsa:6273
PIM2	hsa:11040
SKI	hsa:6497
EDNRB	hsa:1910
LGALS4	hsa:3960
EBAG9	hsa:9166
CAPN15	hsa:6650
PSMB9	hsa:5698
RGS14	hsa:10636
TEAD4	hsa:7004
FARS2	hsa:10667
PPP1R3C	hsa:5507
PMAIP1	hsa:5366
SYNGR1	hsa:9145
ALDH6A1	hsa:4329
ZNF518A	hsa:9849
STK11	hsa:6794
SGSH	hsa:6448
AMT	hsa:275
SURF1	hsa:6834
LOX	hsa:4015
SRSF10	hsa:10772
PET112	hsa:5188
KBTBD11	hsa:9920
CTIF	hsa:9811
PROM1	hsa:8842
MIPEP	hsa:4285
CD151	hsa:977
TECPR2	hsa:9895
CYP11A1	hsa:1583
NPR2	hsa:4882
ATP1B2	hsa:482
CREB1	hsa:1385
GTSE1	hsa:51512
RGS10	hsa:6001
COL11A1	hsa:1301
NEO1	hsa:4756
GOLIM4	hsa:27333
LOC101930150	hsa:4763
MT1X	hsa:4501
ZNF202	hsa:7753
TMC6	hsa:11322
MRPS12	hsa:6183
AGA	hsa:175
CCDC94	hsa:55702
RGS19	hsa:10287
RGS4	hsa:5999
TMEM187	hsa:8269
TRIM16	hsa:10626
ABCA3	hsa:21
SEC23A	hsa:10484
COL16A1	hsa:1307
RASSF1	hsa:11186
AK4	hsa:205
MED7	hsa:9443
S100P	hsa:6286
POT1	hsa:25913
LIMK1	hsa:3984
FLRT2	hsa:23768
NAGLU	hsa:4669
SKAP2	hsa:8935
F3	hsa:2152
REEP1	hsa:65055
GTF3C2	hsa:2976
SP2	hsa:6668
SLCO2A1	hsa:6578
PIK3CA	hsa:5290
CLP1	hsa:10978
KHSRP	hsa:8570
CEP350	hsa:9857
GALK1	hsa:2584
CLSTN3	hsa:9746
VPRBP	hsa:9730
BCAS1	hsa:8537
FGFR3	hsa:2261
LRP3	hsa:4037
NAT9	hsa:26151
DGCR14	hsa:8220
GOLGA2	hsa:2801
KYNU	hsa:8942
MRPL57	hsa:78988
MAOA	hsa:4128
CAMK1	hsa:8536
ACPP	hsa:55
SLC43A1	hsa:8501
EML2	hsa:24139
EFS	hsa:10278
KCNN4	hsa:3783
RHBDD3	hsa:25807
FAM115A	hsa:9747
SLC12A2	hsa:6558
DIMT1	hsa:27292
FLT1	hsa:2321
APEX2	hsa:27301
EIF1AY	hsa:9086
KIF21B	hsa:23046
NEFH	hsa:4744
TRAF2	hsa:7186
LARGE	hsa:9215
IFI6	hsa:2537
APOC1	hsa:341
GALC	hsa:2581
GSTM2	hsa:2946
HBG1	hsa:3047
FOSL1	hsa:8061
FGF2	hsa:2247
MKLN1	hsa:4289
ARHGAP4	hsa:393
LCAT	hsa:3931
SLC2A5	hsa:6518
TLE2	hsa:7089
SOX12	hsa:6666
SPATA2	hsa:9825
NUPL1	hsa:9818
PLEKHO2	hsa:80301
FOLR1	hsa:2348
MRC1	hsa:4360
IFI44L	hsa:10964
CD83	hsa:9308
POLA2	hsa:23649
LTBP4	hsa:8425
ARSA	hsa:410
KIF11	hsa:3832
ALOX5	hsa:240
LZTS3	hsa:9762
PDCL	hsa:5082
APOA1	hsa:335
FZD1	hsa:8321
ZNF84	hsa:7637
LDOC1	hsa:23641
GAS1	hsa:2619
PLA2G15	hsa:23659
CSTF2	hsa:1478
RAD1	hsa:5810
SLC16A2	hsa:6567
EDNRA	hsa:1909
INA	hsa:9118
SNCA	hsa:6622
PTPRZ1	hsa:5803
CXCL1	hsa:2919
GAP43	hsa:2596
GEM	hsa:2669
ZNF592	hsa:9640
ZNF142	hsa:7701
MMP1	hsa:4312
PC	hsa:5091
RABIF	hsa:5877
OSTF1	hsa:26578
C9orf16	hsa:79095
BRPF1	hsa:7862
CLDN5	hsa:7122
ENO3	hsa:2027
PIK3C2B	hsa:5287
TOM1L1	hsa:10040
KCNQ1OT1	hsa:10984
KCNQ1	hsa:3784
DOLK	hsa:22845
ARHGAP11A	hsa:9824
BID	hsa:637
C15orf39	hsa:56905
STRN3	hsa:29966
ADCY9	hsa:115
AGTPBP1	hsa:23287
NOV	hsa:4856
EVPL	hsa:2125
HIRIP3	hsa:8479
DMTN	hsa:2039
PPP3R1	hsa:5534
CDC7	hsa:8317
ELMO1	hsa:9844
DPH2	hsa:1802
HSD3B1	hsa:3283
ATXN7	hsa:6314
PPIC	hsa:5480
PLLP	hsa:51090
BRD1	hsa:23774
FAM216A	hsa:29902
DXO	hsa:1797
ZNF140	hsa:7699
LOC101060747	hsa:5170
PHF14	hsa:9678
TBC1D8	hsa:11138
MYO5A	hsa:4644
TOX	hsa:9760
BRCA1	hsa:672
UGT1A1	hsa:54575
CXCL10	hsa:3627
SEBOX	hsa:7448
REST	hsa:5978
GABRE	hsa:2564
NPIPA1	hsa:9284
CELSR1	hsa:9620
EEF1A2	hsa:1917
SEC14L2	hsa:23541
ST6GALNAC2	hsa:10610
RAPGEF1	hsa:2889
HPS5	hsa:11234
PEX6	hsa:5190
RAB40B	hsa:10966
STAR	hsa:6770
IKBKE	hsa:9641
GSTM1	hsa:2944
AHSG	hsa:197
INPP4A	hsa:3631
PPP1R3D	hsa:5509
DZIP1	hsa:22873
RAD54L	hsa:8438
LSM7	hsa:51690
FKBP5	hsa:2289
APOC2	hsa:344
IRF4	hsa:3662
SELL	hsa:6402
PCGF3	hsa:10336
ACOT13	hsa:55856
PPM1D	hsa:8493
ABCG1	hsa:9619
ATG14	hsa:22863
COX7A1	hsa:1346
PIN4	hsa:5303
CROT	hsa:54677
MMP19	hsa:4327
CLUAP1	hsa:23059
MMP12	hsa:4321
CD22	hsa:933
KLK3	hsa:354
L1CAM	hsa:3897
BSN	hsa:8927
SLC25A14	hsa:9016
SLC7A7	hsa:9056
NUAK1	hsa:9891
VPS33A	hsa:65082
CHL1	hsa:10752
DLG4	hsa:1742
MIEF1	hsa:54471
STC1	hsa:6781
UBOX5	hsa:22888
MRPL28	hsa:10573
N4BP1	hsa:9683
DKK1	hsa:22943
EXO1	hsa:9156
CDK14	hsa:5218
CGRRF1	hsa:10668
CCL21	hsa:6366
HMGCS2	hsa:3158
ASL	hsa:435
CCDC85B	hsa:11007
PPP2R5B	hsa:5526
PKIA	hsa:5569
SERPINB2	hsa:5055
IDI1	hsa:3422
UCHL3	hsa:7347
ACD	hsa:65057
GABPB1	hsa:2553
VCAN	hsa:1462
NR4A2	hsa:4929
TFF3	hsa:7033
ATP7B	hsa:540
ITGB3	hsa:3690
PARVB	hsa:29780
MYH2	hsa:4620
RPS6KA4	hsa:8986
COL17A1	hsa:1308
CGA	hsa:1081
ACP5	hsa:54
ADA	hsa:100
SPOP	hsa:8405
NEK2	hsa:4751
S1PR1	hsa:1901
ENOX2	hsa:10495
CCNT2	hsa:905
HOMER3	hsa:9454
NPR1	hsa:4881
APBB3	hsa:10307
NRF1	hsa:4899
TFAP2A	hsa:7020
TRA2A	hsa:29896
GFER	hsa:2671
CD52	hsa:1043
ME3	hsa:10873
ALPP	hsa:250
SIKE1	hsa:80143
FOXA1	hsa:3169
RNF24	hsa:11237
HLA-DRB1	hsa:3123
ANKRD6	hsa:22881
MUC2	hsa:4583
LRMP	hsa:4033
SRD5A1	hsa:6715
TMEM186	hsa:25880
CDH5	hsa:1003
LTBP2	hsa:4053
ICAM2	hsa:3384
NPTX1	hsa:4884
ATP2B2	hsa:491
IRS1	hsa:3667
PARM1	hsa:25849
SGCE	hsa:8910
HHEX	hsa:3087
PLA2G6	hsa:8398
LRCH4	hsa:4034
CDC42EP1	hsa:11135
AFP	hsa:174
CHGA	hsa:1113
ISG20	hsa:3669
DIEXF	hsa:27042
NFE2L3	hsa:9603
IFT88	hsa:8100
ALDOB	hsa:229
INPP5E	hsa:56623
MAPK4	hsa:5596
KIF23	hsa:9493
KIAA0753	hsa:9851
WIF1	hsa:11197
F5	hsa:2153
PANX1	hsa:24145
CCDC6	hsa:8030
EPHB6	hsa:2051
DNAJC6	hsa:9829
SCN3B	hsa:55800
COL9A3	hsa:1299
NCK1	hsa:4690
CDH13	hsa:1012
WDHD1	hsa:11169
STX1A	hsa:6804
RIMS3	hsa:9783
TGFBR3	hsa:7049
TRIM23	hsa:373
KLK6	hsa:5653
KRT15	hsa:3866
PDE4A	hsa:5141
CSPG4	hsa:1464
MYH6	hsa:4624
KRIT1	hsa:889
CENPC	hsa:1060
CNKSR1	hsa:10256
TAGLN3	hsa:29114
IARS	hsa:3376
MT1G	hsa:4495
PICK1	hsa:9463
IFIT3	hsa:3437
NAP1L3	hsa:4675
DSC2	hsa:1824
PARP2	hsa:10038
HLF	hsa:3131
MAP2K5	hsa:5607
C2CD2L	hsa:9854
NR1D1	hsa:7067
USP6NL	hsa:9712
GNAO1	hsa:2775
ARHGEF5	hsa:7984
NUDT1	hsa:4521
FEN1	hsa:2237
TAP2	hsa:6891
TTF1	hsa:7270
EVI2A	hsa:2123
CHAF1B	hsa:8208
THBS4	hsa:7060
MAL	hsa:4118
HOXB7	hsa:3217
FAS	hsa:355
MLF1	hsa:4291
IFNAR2	hsa:3455
VSIG4	hsa:11326
PPOX	hsa:5498
SMAD7	hsa:4092
NR2C1	hsa:7181
IFT140	hsa:9742
GPRASP1	hsa:9737
DUSP2	hsa:1844
PRR3	hsa:80742
EML1	hsa:2009
MYB	hsa:4602
ZBED4	hsa:9889
DHRS12	hsa:79758
RRAD	hsa:6236
TRIM21	hsa:6737
H1FX	hsa:8971
HLA-F	hsa:3134
TMEM5	hsa:10329
CLPX	hsa:10845
CKM	hsa:1158
CACNA2D2	hsa:9254
ZW10	hsa:9183
MAPK10	hsa:5602
DHX34	hsa:9704
ESPL1	hsa:9700
HSD17B2	hsa:3294
FGD1	hsa:2245
BTN3A2	hsa:10384
BTN3A3	hsa:10384
TTK	hsa:7272
ENDOG	hsa:2021
MELK	hsa:9833
CCNF	hsa:899
RAD9A	hsa:5883
FOLR2	hsa:2350
PSG5	hsa:5673
BMPR1A	hsa:657
ATG12	hsa:9140
FGL2	hsa:10875
POLA1	hsa:5422
GLDC	hsa:2731
MTMR9	hsa:66036
MLH3	hsa:27030
POP5	hsa:51367
EEA1	hsa:8411
PRKAR2A	hsa:5576
ENPEP	hsa:2028
ZBTB11	hsa:27107
TCFL5	hsa:10732
DCX	hsa:1641
ORC2	hsa:4999
LEPREL2	hsa:10536
B3GNT3	hsa:10331
MAD1L1	hsa:8379
TYMP	hsa:1890
APAF1	hsa:317
NAIP	hsa:4671
NME3	hsa:4832
IL6ST	hsa:3572
CA3	hsa:761
JADE3	hsa:9767
GCHFR	hsa:2644
ICT1	hsa:3396
PCSK2	hsa:5126
MTERF1	hsa:7978
TLE4	hsa:7091
PEX1	hsa:5189
BAIAP3	hsa:8938
GMDS	hsa:2762
ZNF646	hsa:9726
TAOK2	hsa:9344
PDPN	hsa:10630
MGMT	hsa:4255
UGCG	hsa:7357
HUS1	hsa:3364
MSLN	hsa:10232
PLK4	hsa:10733
NEURL1	hsa:9148
LCK	hsa:3932
ZFYVE9	hsa:9372
AOC3	hsa:8639
PTGER4	hsa:5734
SAP30	hsa:8819
ATG4B	hsa:23192
GJA4	hsa:2701
EEF1E1	hsa:9521
BCL3	hsa:602
TRIM3	hsa:10612
IL10RA	hsa:3587
SOX11	hsa:6664
RAMP1	hsa:10267
PRH1-PRR4	hsa:11272
CPS1	hsa:1373
GAS8	hsa:2622
C11orf80	hsa:79703
SASH3	hsa:54440
TLR2	hsa:7097
CTNS	hsa:1497
INHBA	hsa:3624
RASSF7	hsa:8045
SLC10A3	hsa:8273
VAMP5	hsa:10791
BNIP1	hsa:662
TCF21	hsa:6943
TNFRSF11B	hsa:4982
HPN	hsa:3249
PTPN2	hsa:5771
MAP4K2	hsa:5871
ZNF274	hsa:10782
PLN	hsa:5350
ALDH3B2	hsa:222
PTPRN	hsa:5798
TOP3A	hsa:7156
FST	hsa:10468
ICAM3	hsa:3385
RHOH	hsa:399
LYPD3	hsa:27076
SNAP91	hsa:9892
DYRK1B	hsa:9149
SRPX	hsa:8406
MTAP	hsa:4507
ORC5	hsa:5001
PLK3	hsa:1263
MNDA	hsa:4332
PTPRCAP	hsa:5790
NCF1	hsa:653361
CENPA	hsa:1058
GC	hsa:2638
BAI2	hsa:576
SHROOM2	hsa:357
C6orf47	hsa:57827
RDX	hsa:5962
MAFG	hsa:4097
CSTA	hsa:1475
OAS2	hsa:4939
GJB1	hsa:2705
RAB3A	hsa:5864
EMP2	hsa:2013
CLASRP	hsa:11129
SH3BGR	hsa:6450
CLOCK	hsa:9575
SLC22A18	hsa:5002
GPC4	hsa:2239
TRAPPC6A	hsa:79090
ITIH2	hsa:3698
FGB	hsa:2244
ITGB4	hsa:3691
NF2	hsa:4771
PFN2	hsa:5217
GNAZ	hsa:2781
MX2	hsa:4600
CDK5R1	hsa:8851
ATF5	hsa:22809
AHDC1	hsa:27245
NKRF	hsa:55922
NMT2	hsa:9397
CIB2	hsa:10518
TFF1	hsa:7031
GNL3L	hsa:54552
VWA5A	hsa:4013
HAGH	hsa:3029
ADORA2A	hsa:135
FGFBP1	hsa:9982
TGFA	hsa:7039
VIPR1	hsa:7433
ARL4A	hsa:10124
FOXN3	hsa:1112
RAD51	hsa:5888
ZBTB48	hsa:3104
MAP3K8	hsa:1326
TRO	hsa:7216
FABP7	hsa:2173
EFNB3	hsa:1949
ITGA2	hsa:3673
DEFA1	hsa:1667
CCNE2	hsa:9134
CTDP1	hsa:9150
LSM6	hsa:11157
IFT27	hsa:11020
ORM1	hsa:5004
GNE	hsa:10020
CFTR	hsa:1080
GABRP	hsa:2568
AKAP10	hsa:11216
CENPE	hsa:1062
ASNS	hsa:440
PSPH	hsa:5723
MAPK8IP2	hsa:23542
KIT	hsa:3815
AUH	hsa:549
PRIM1	hsa:5557
NEB	hsa:4703
ITGAE	hsa:3682
GPR162	hsa:27239
IDUA	hsa:3425
PARG	hsa:8505
EXOSC9	hsa:5393
ARID4A	hsa:5926
GEMIN2	hsa:8487
SPRR1B	hsa:6699
ENPP1	hsa:5167
IL1B	hsa:3553
ARHGAP26	hsa:23092
ING3	hsa:54556
XRCC4	hsa:7518
CYP2J2	hsa:1573
SLC22A5	hsa:6584
SERPINF2	hsa:5345
PIGF	hsa:5281
MPDZ	hsa:8777
RARB	hsa:5915
CRIP1	hsa:1396
AOX1	hsa:316
BCAP29	hsa:55973
ORC1	hsa:4998
NCAPH2	hsa:29781
RWDD3	hsa:25950
MAMLD1	hsa:10046
NAGPA	hsa:51172
RECQL	hsa:5965
ZBTB1	hsa:22890
PLEKHA6	hsa:22874
PEX12	hsa:5193
ATP6V0A1	hsa:535
POM121	hsa:9883
SLC26A2	hsa:1836
CCR1	hsa:1230
GFPT2	hsa:9945
CIITA	hsa:4261
SNPH	hsa:9751
MAN2A1	hsa:4124
CMC4	hsa:4515
EFNA4	hsa:1945
APOB	hsa:338
ARHGEF4	hsa:50649
FGF13	hsa:2258
NEFM	hsa:4741
CCL3	hsa:6348
RBM19	hsa:9904
LAMA2	hsa:3908
FPR1	hsa:2357
SGCB	hsa:6443
MSANTD3-TMEFF1	hsa:8577
MEF2B	hsa:4207
PLCD1	hsa:5333
VRK2	hsa:7444
PTGS1	hsa:5742
NPM3	hsa:10360
MOK	hsa:5891
CLEC11A	hsa:6320
ACTC1	hsa:70
HSPE1	hsa:3336
NUFIP1	hsa:26747
USH1C	hsa:10083
UST	hsa:10090
FPGT	hsa:8790
ANG	hsa:283
ABCD1	hsa:215
NCAN	hsa:1463
MFSD7	hsa:84179
MYL5	hsa:4636
APBA3	hsa:9546
NCF4	hsa:4689
CLCN4	hsa:1183
TRIL	hsa:9865
SLC6A1	hsa:6529
CD40	hsa:958
LRRN2	hsa:10446
SPTBN2	hsa:6712
ASIC1	hsa:41
RNASE4	hsa:6038
CSF2RB	hsa:1439
PEX11A	hsa:8800
MYLPF	hsa:29895
GCAT	hsa:23464
CELSR3	hsa:1951
CAPN5	hsa:726
CDC25C	hsa:995
DDR2	hsa:4921
RBBP5	hsa:5929
STAT2	hsa:6773
PTPN4	hsa:5775
CLTB	hsa:1212
CD58	hsa:965
QPCT	hsa:25797
KHK	hsa:3795
ITGB3BP	hsa:23421
TNNI1	hsa:7135
ADAM8	hsa:101
ZSCAN9	hsa:7746
ZNF324	hsa:25799
SPINK5	hsa:11005
DNALI1	hsa:7802
SMAD5	hsa:4090
PLS1	hsa:5357
MAP3K14	hsa:9020
MAFF	hsa:23764
AP1S1	hsa:1174
ATP7A	hsa:538
CA9	hsa:768
CLEC3B	hsa:7123
PCMT1	hsa:5110
NMB	hsa:4828
RELB	hsa:5971
KAL1	hsa:3730
IL6	hsa:3569
ALDH1L1	hsa:10840
ACVR1B	hsa:91
TGFBRAP1	hsa:9392
RIN1	hsa:9610
ACAP1	hsa:9744
STK17B	hsa:9262
RNF2	hsa:6045
APOH	hsa:350
TIMM8A	hsa:1678
POLR3F	hsa:10621
GALK2	hsa:2585
HCAR3	hsa:8843
HGD	hsa:3081
EHHADH	hsa:1962
DEPDC5	hsa:9681
SURF2	hsa:6835
ESR1	hsa:2099
PDGFRL	hsa:5157
IL1RAP	hsa:3556
RBMS2	hsa:5939
RPH3A	hsa:22895
EPM2A	hsa:7957
PAFAH2	hsa:5051
SLC16A4	hsa:9122
KIF20B	hsa:9585
SOD3	hsa:6649
FCN1	hsa:2219
GPSM2	hsa:29899
SCO2	hsa:9997
CXCL13	hsa:10563
SLC13A3	hsa:64849
PARD6A	hsa:50855
NOTCH4	hsa:4855
DOPEY2	hsa:9980
EGR2	hsa:1959
CEP290	hsa:80184
PER2	hsa:8864
ZNF174	hsa:7727
PBX1	hsa:5087
TCF7	hsa:6932
ZBTB39	hsa:9880
AMPH	hsa:273
INHBB	hsa:3625
NR3C2	hsa:4306
ACYP1	hsa:97
KCNH2	hsa:3757
CD3EAP	hsa:10849
LIF	hsa:3976
ADD2	hsa:119
LCP2	hsa:3937
CDK20	hsa:23552
PRH1	hsa:5554
PITRM1	hsa:10531
GTPBP1	hsa:9567
GAD1	hsa:2571
GLRB	hsa:2743
PIGA	hsa:5277
LRP8	hsa:7804
FKTN	hsa:2218
URB2	hsa:9816
FYB	hsa:2533
TFAP2C	hsa:7022
CDC14A	hsa:8556
BMP2	hsa:650
IL2RB	hsa:3560
HNRNPA2B1	hsa:3181
BAIAP2	hsa:10458
CKMT2	hsa:1160
SNRNP35	hsa:11066
OGG1	hsa:4968
IGFBP1	hsa:3484
KCNJ8	hsa:3764
FGL1	hsa:2267
KMO	hsa:8564
FBXO46	hsa:23403
DDC	hsa:1644
SPI1	hsa:6688
HNF1B	hsa:6928
SNTB2	hsa:6645
SLC15A2	hsa:6565
KIF5A	hsa:3798
PSCA	hsa:8000
APC2	hsa:10297
EIF2S3	hsa:1968
MTF1	hsa:4520
FTSJ1	hsa:24140
PHYHIP	hsa:9796
RAMP3	hsa:10268
ACVR2A	hsa:92
SNX4	hsa:8723
MN1	hsa:4330
REEP2	hsa:51308
RCE1	hsa:9986
S100A1	hsa:6271
SRP19	hsa:6728
PVALB	hsa:5816
DCT	hsa:1638
STIL	hsa:6491
EHD2	hsa:30846
SULT1C2	hsa:6819
CSPG5	hsa:10675
BARD1	hsa:580
ST3GAL2	hsa:6483
TMSB15A	hsa:11013
GNA15	hsa:2769
GGCX	hsa:2677
SERPINI1	hsa:5274
PEBP1	hsa:5037
ACADSB	hsa:36
USP13	hsa:8975
AGTR1	hsa:185
GRIA2	hsa:2891
AKAP6	hsa:9472
PFDN4	hsa:5203
BBOX1	hsa:8424
ACOX2	hsa:8309
HOXB6	hsa:3216
SH2B2	hsa:10603
FAM131B	hsa:9715
DBT	hsa:1629
PLAG1	hsa:5324
CTNNA2	hsa:1496
SLN	hsa:6588
MDFI	hsa:4188
ACHE	hsa:43
CBR3	hsa:874
PDZK1	hsa:5174
LRRC17	hsa:10234
CFD	hsa:1675
ZBTB20	hsa:26137
FXYD1	hsa:5348
MDM2	hsa:4193
CGB	hsa:1082
TNNC2	hsa:7125
ANK1	hsa:286
CCL14	hsa:6358
CHEK1	hsa:1111
MRE11A	hsa:4361
SMAD3	hsa:4088
DCLK1	hsa:9201
WAS	hsa:7454
AGPS	hsa:8540
PRSS2	hsa:5645
IL1R2	hsa:7850
HSD11B1	hsa:3290
SEMA5A	hsa:9037
SPA17	hsa:53340
FOSL2	hsa:2355
ATP2B4	hsa:493
MPPED2	hsa:744
ARHGAP44	hsa:9912
ATXN3	hsa:4287
DAG1	hsa:1605
FES	hsa:2242
GPR183	hsa:1880
PEX7	hsa:5191
SLC22A3	hsa:6581
AP1B1	hsa:162
TBKBP1	hsa:9755
ZNF354A	hsa:6940
CALB2	hsa:794
BMP5	hsa:653
OVGP1	hsa:5016
BCHE	hsa:590
AAK1	hsa:22848
H2AFX	hsa:3014
ZNF211	hsa:10520
GSTT2	hsa:2953
NPY1R	hsa:4886
OCEL1	hsa:79629
SNAPC1	hsa:6617
ATP2A1	hsa:487
PRL	hsa:5617
MAP3K12	hsa:7786
SAC3D1	hsa:29901
PHKA1	hsa:5255
FOXO4	hsa:4303
PIGB	hsa:9488
HOXB2	hsa:3212
HPCA	hsa:3208
MST1R	hsa:4486
CD3E	hsa:916
C6orf106	hsa:64771
MC1R	hsa:4157
NPAS2	hsa:4862
RAB35	hsa:11021
HPCAL1	hsa:3241
PDGFA	hsa:5154
SCNN1B	hsa:6338
HS3ST1	hsa:9957
CASP10	hsa:843
IRF5	hsa:3663
KLK11	hsa:11012
DACH1	hsa:1602
CRLF3	hsa:51379
SCRG1	hsa:11341
CCL20	hsa:6364
AMBP	hsa:259
PPP1R1A	hsa:5502
PLAU	hsa:5328
UGP2	hsa:7360
ADORA1	hsa:134
SNX15	hsa:29907
ISG15	hsa:9636
SIT1	hsa:27240
RYR1	hsa:6261
TESK2	hsa:10420
VGLL1	hsa:51442
GZMA	hsa:3001
CRYM	hsa:1428
GJB3	hsa:2707
DPYSL4	hsa:10570
ZNF821	hsa:55565
GNLY	hsa:10578
ZNF175	hsa:7728
GHR	hsa:2690
SRPX2	hsa:27286
C5	hsa:727
PDE10A	hsa:10846
PTPN14	hsa:5784
BTK	hsa:695
GCNT1	hsa:2650
ARHGEF15	hsa:22899
SCN1B	hsa:6324
CPB1	hsa:1360
FLJ10038	hsa:55056
AIFM1	hsa:9131
TCN1	hsa:6947
ZNF415	hsa:55786
PRSS12	hsa:8492
CIZ1	hsa:25792
WDR76	hsa:79968
EXOG	hsa:9941
HAPLN1	hsa:1404
KATNA1	hsa:11104
GEMIN4	hsa:50628
ETFDH	hsa:2110
CDH6	hsa:1004
PCDH7	hsa:5099
VAV2	hsa:7410
CORO2A	hsa:7464
AVIL	hsa:10677
RRAGB	hsa:10325
GSPT2	hsa:23708
STEAP1	hsa:26872
CR2	hsa:1380
DNAJC8	hsa:22826
TYK2	hsa:7297
PCP4	hsa:5121
BRE	hsa:9577
SV2B	hsa:9899
CSRP3	hsa:8048
MSX2	hsa:4488
TRAF6	hsa:7189
PCSK5	hsa:5125
RPP38	hsa:10557
KISS1	hsa:3814
PAGE4	hsa:9506
FXN	hsa:2395
ABHD2	hsa:11057
CHST1	hsa:8534
AQP9	hsa:366
LAMP3	hsa:27074
PIP4K2A	hsa:5305
LIPT1	hsa:51601
ANGPT2	hsa:285
SNX7	hsa:51375
C1QL1	hsa:10882
SERPIND1	hsa:3053
PYGM	hsa:5837
ROR2	hsa:4920
HRH1	hsa:3269
NOS3	hsa:4846
GGT5	hsa:2687
ALG13	hsa:79868
ETV6	hsa:2120
VGF	hsa:7425
MYL3	hsa:4634
RASGRP1	hsa:10125
OLFM1	hsa:10439
PDE9A	hsa:5152
ZNF652	hsa:22834
DSG3	hsa:1830
SMURF2	hsa:64750
TRAIP	hsa:10293
TRAF1	hsa:7185
HOXB5	hsa:3215
PSG7	hsa:5676
DIAPH2	hsa:1730
HOXD9	hsa:3235
LRP6	hsa:4040
SCYL3	hsa:57147
MYOM1	hsa:8736
TNFSF12	hsa:8742
MMRN1	hsa:22915
SYT17	hsa:51760
MST1	hsa:4485
CPA1	hsa:1357
GALNT8	hsa:3742
PRRG2	hsa:5639
PRRG1	hsa:5638
MEOX1	hsa:4222
F10	hsa:2159
ALKBH1	hsa:8846
SMPD2	hsa:6610
ALDH3A1	hsa:218
CPA3	hsa:1359
CALB1	hsa:793
CDA	hsa:978
CRH	hsa:1392
KIAA0586	hsa:9786
PIP5K1B	hsa:8395
ALAS1	hsa:211
ZDHHC24	hsa:254359
KALRN	hsa:8997
SH3GL3	hsa:6457
BAI3	hsa:577
AOAH	hsa:313
CNTRL	hsa:11064
PPP2R2B	hsa:5521
SNRPG	hsa:6637
REPS2	hsa:9185
PAX6	hsa:5080
RAD52	hsa:5893
WNT2	hsa:7472
FGA	hsa:2243
RAPGEF4	hsa:11069
TTLL1	hsa:25809
CTSG	hsa:1511
C4BPA	hsa:722
MDM4	hsa:4194
PCDH17	hsa:27253
HAAO	hsa:23498
SNAPC4	hsa:6621
OASL	hsa:8638
FLAD1	hsa:80308
B9D1	hsa:27077
PCBP3	hsa:54039
