abst#sce:YGR064W	0	0	7.539	0	0	11.94	0	0.988	6.097	1.822	7.51	0	0	0	0.178	0	0	0	0	0	0
abst#sce:YNR017W	176.955	63.143	119.035	117.903	53.079	159.511	112.577	49.795	135.744	39.033	67.607	123.827	40.331	22.714	141.382	62.808	74.358	72.556	41.746	24.025	109.398
abst#sce:YOR020C	64.266	40.741	113.83	57.144	45.531	100.794	63.027	43.451	127.117	43.986	158.82	110.634	44.205	24.944	107.648	53.118	113.318	103.526	49.106	35.381	112.728
abst#sce:YOR089C	246.65	102.883	485.286	209.024	99.236	475.835	160.002	92.516	436.639	123.225	449.256	636.916	149.868	104.439	556.987	227.855	303.136	699.386	247.937	144.289	646.662
abst#sce:YOR075W	592.73	234.66	653.226	533.724	211.417	662.676	439.99	208.386	533.599	221.585	576.282	765.703	199.161	197.912	648.446	365.91	512.753	798.591	385.589	253.011	710.677
abst#sce:YOL068C	309.78	136.511	514.073	271.492	100.591	359.509	208.727	84.621	324.687	65.907	225.421	375.295	62.166	67.334	362.353	176.831	289.963	461.871	212.101	157.219	646.516
abst#sce:YOR156C	123.418	58.14	171.658	109.237	43.927	110.679	72.69	31.238	69.097	23.165	62.925	114.459	17.155	28.844	242.281	84.81	227.647	278.433	154.301	93.922	381.381
abst#sce:YML117W	201.459	82.951	277.485	148.545	75.547	163.158	97.374	38.461	238.721	45.338	214.806	315.522	83.592	92.638	408.999	189.891	299.52	507.225	223.876	161.008	635.474
abst#sce:YFR056C	3.165	9.496	16.365	13.069	4.767	40.451	0.837	9.431	18.939	8.692	10.091	21.616	2.841	6.655	40.288	10.006	40.344	25.622	13.53	16.044	26.866
abst#sce:YGR007W	77.133	54.525	103.163	75.017	29.97	154.984	51.491	36.942	99.693	28.101	61.858	150.527	23.709	29.934	117.375	47.493	124.951	137.412	53.639	40.653	86.891
abst#sce:YGL056C	188.583	168.247	258.684	263.302	89.331	301.553	186.866	103.289	249.783	48.592	182.556	438.736	36.494	117.322	489.645	190.375	628.905	371.338	208.092	72.598	448.37
abst#sce:YJR069C	29.273	34.129	55.589	40.865	17.894	36.972	32.046	21.427	50.562	15.995	55.085	28.562	17.531	8.458	11.372	14.187	31.9	37.716	3.18	13.846	7.89
abst#sce:YFR015C	8.571	8.434	69.304	5.956	8.988	70.687	37.921	31.438	141.292	66.677	188.513	433.573	87.956	65.104	412.021	172.54	270.483	518.21	167.11	102.881	315.426
abst#sce:YLR434C	65.526	39.957	93.5	68.773	36.381	89.809	61.259	36.15	73.452	27.01	87.508	129.133	24.406	33.024	142.837	66.201	152.382	165.538	85.847	69.892	202.674
abst#sce:YML005W	49.708	22.185	53.73	44.83	16.696	50.96	30.589	18.548	46.832	14.1	41.033	54.818	16.49	14.807	37.635	26.539	47.214	76.672	28.044	38.032	78.29
abst#sce:YLR273C	102.467	65.561	164.31	112.743	53.304	185.039	82.81	54.724	139.357	40.975	117.202	204.783	37.175	39.649	182.614	70.214	150.887	186.044	86.456	57.201	210.614
abst#sce:YGR063C	13.617	3.99	33.504	6.944	3.804	36.257	7.74	4.527	20.175	6.327	26.613	18.962	5.833	0	4.411	0	6.836	18.507	0	3.994	14.546
abst#sce:YNR018W	135.047	58.947	112.386	85.764	59.665	120.245	91.24	52.92	159.252	54.578	152.82	107.618	77.975	38.532	108.555	76.817	118.326	100.583	49.005	43.8	117.349
abst#sce:YOR024W	7.352	9.37	31.318	5.703	8.158	22.149	14.907	13.934	31.768	2.93	31.508	32.674	8.01	12.041	27.009	12.245	39.316	23.634	7.267	14.186	27.602
abst#sce:YOR122C	587.078	292.426	1462.616	554.964	282.687	1434.498	452.054	311.121	873.157	154.552	908.858	1587.207	213.893	306.571	1245.265	565.005	825.793	1668.234	499.849	355.452	1686.867
abst#sce:YOR085W	1430.864	481.753	1621.116	1052.327	464.796	1551.269	870.315	460.874	1471.846	349.285	1037.15	2224.246	366.245	430.232	1843.698	997.344	1200.64	2069.26	829.407	485.789	2202.359
abst#sce:YOL062C	180.087	78.367	210.958	141.663	62.008	203.177	111.62	62.974	158.147	40.135	130.298	215.174	34.274	44.546	213.13	98.605	160.297	238.627	85.756	64.067	260.948
abst#sce:YOR206W	575.027	235.268	558.49	484.491	206.974	473.209	366.651	144.852	213.894	89.814	219.801	340.109	52.97	94.749	286.743	148.497	231.884	240.974	60.002	32.723	47.435
abst#sce:YML104C	145.963	48.498	79.026	138.369	29.413	58.58	64.848	21.069	129.296	12.029	119.01	174.21	30.88	38.46	180.025	100.24	138.705	103.477	99.243	28.734	86.66
